Input,Pred,Pred_Latin,Gold
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: The group of students enjoys going for evening walks with their teacher because the weather is cool. They get some exercise, and the surrounding trees along the path make the air feel very refreshing.
คำแปล:","Comment: ""กลุ่มนักเรียนชอบไปเดินเล่นตอนเย็นกับครู เพราะอากาศเย็นสบาย พวกเขาจะได้ออกกำลังกาย และต้นไม้รอบทางเดินทำให้อากาศรู้สึกสดชื่นมาก""","Comment: ""klumnakeriynchobaipedinelntoneynkabkhru ephraaoakaseynsbay phwkekhachaaidookkamlangkay aelatnaimrobthangedinthamaihoakasrusueksdchuenmak""",โบ๋นักเรียนชอบไปเดินเล่นกับอาจารย์หวันเย็น เพราะอากาศมันเย็นบาย ได้ออกกำลังกายและป่าไม้รอบๆทางเดินก็ทำให้อากาศดีมากๆด้วย
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I rode my motorcycle to buy coffee at the entrance of the alley, only to find that my favorite shop was closed. So, I went to try a new place instead. It wasn't good at all. I wouldn't go buy it there again.
คำแปล:","Comment: อ้ายขี่มอเตอร์ไซค์ไปซื้อกาแฟที่ปากซอย, แต่ว่าช็อปโปรดของอ้ายปิดแล้ว. เลยไปลองที่ใหม่แทน, แต่ว่าไม่ดีเลย. อ้ายไม่ไปซื้ออีกแน่นอน.","Comment: oaykhimoetoraiskhaipsueokaaefthipaksoy, aetwachopoprdkhongoaypidaelw. elyaiplongthiaihmaethn, aetwaaimdiely. oayaimaipsueooikaennon.",ขับรถเครื่องไปซื้อกาแควที่หน้าปากซอย แต่ก็พบว่าร้านประจำที่ชอบกินมันปิดไปแล้ว ก็เลยขับรถไปซื้อร้านเอิน ไม่หร่อยเลย จะไม่หลบซื้ออีกแล้ว หร๊าบแล้ว ร้านนี้
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I wanted to get into Suankularb School because I thought it was a great school. So, I studied really hard to pass the entrance exam. In the end, I didn’t make it, and I was very disappointed.
คำแปล:",Comment: ผมอยากเข้าโรงเรียนสุวรรณภูมิเพราะผมคิดว่ามันเป็นโรงเรียนที่ดีมากๆ เลย ผมเลยเรียนหนักมากเพื่อผ่านข้อสอบเข้าโรงเรียน แต่สุดท้ายผมไม่ได้เข้า และผมรู้สึกผิดหวังมากๆ.,Comment: phmoyakekhaorngeriynsuwrrnphumiephraaphmkhidwamanepnorngeriynthidimak- ely phmelyeriynhnakmakephueophankhosobekhaorngeriyn aetsudthayphmaimaidekha aelaphmrusuekphidhwangmak-.,ฉ้านอยากอีสอบเข้าโรงเรียนสวนกุหลาบเพราะคิดว่าเป็นโรงเรียนที่ดี ฉ้านเลยตั้งใจเรียนมากๆเพื่อที่จะสอบเข้าที่นี้ให้ได้ สุดท้ายฉ้านสอบไม่ติด เสียใจหนัดเหนียน 
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: My friends all love traveling abroad, but I feel it's a waste of money. So, I’d rather go to the beach in Thailand instead. The weather is great, the prices are cheap—it’s so much better! I really don’t understand why people go abroad.
คำแปล:",เพื่อนผมทุกคนชอบเที่ยวต่างประเทศ แต่ผมรู้สึกว่ามันเสียเงินเปล่าๆ ฉันเลยอยากไปเที่ยวชายหาดที่ไทยแทน อากาศดีมาก ราคาถูกมาก มันดีกว่าเยอะ! ผมไม่เข้าใจเลยทำไมคนถึงไปเที่ยวต่างประเทศ.,ephueonphmthukkhnchobethiywtangpraeths aetphmrusuekwamanesiyenginepla- chanelyoyakaipethiywchayhadthiaithyaethn oakasdimak rakhathukmak mandikwaeyoa! phmaimekhaaichelythamaimkhnthuengaipethiywtangpraeths.,โบ๋เพื่อนๆรอบตัวชอบไปเที่ยวเมืองนอก แต่รู้สึกดายของเบี้ย เลยไปเที่ยวเลในไทยแทน อากาศก็ดี ไม่เปลื้องเบี้ย ดีกว่าลุย ทำไมต้องไปเมืองนอกกันด้วย ไม่เข้าใจโบ๋นี้
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: They are helping each other clean the house because it’s full of mud after the flooding incident last week. It’s going to take a long time to clean up.
คำแปล:",Comment: พวกเขาช่วยกันทำความสะอาดบ้าน เพราะบ้านเต็มไปด้วยโคลนหลังจากเหตุการณ์น้ำท่วมสัปดาห์ที่แล้ว มันจะใช้เวลานานในการทำความสะอาด.,Comment: phwkekhachwykanthamkhwamsaoadban ephraabanetmaipdwyokhlnhlangchakehtukarnnamthwmsapdahthiaelw manchaaichewlananainkarthamkhwamsaoad.,โบ๋เขากำลังช่วยกันทำความสะอาดเริ่นเพราะที่เริ่นยังโคลนจังเสีย หลังจากเกิดเหตุการณ์น้ำท่วมแร็กอาทิตย์ที่ผ่านมา  ต้องทำความสะอาดอีกนานเหลย
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Dad and mom love working in the garden because the atmosphere is nice and peaceful, plus there’s a beautiful mountain view that feels like stepping into another world.
คำแปล:","Comment: พ่อแม่ชอบทำงานในสวนเพราะบรรยากาศดีและสงบ, มีวิวภูเขาที่สวยงามเหมือนเข้าไปในโลกอื่น.

Translation: พ่อแม่ชอบทำงานในสวนเพราะบรรยากาศดีและสงบ, มีวิวภูเขาที่สวยงามเหมือนเข้าไปในโลกอื่น.","Comment: phoaemchobthamnganainswnephraabrryakasdiaelasngb, miwiwphuekhathiswyngamehmueonekhaaipainolkouen.

Translation: phoaemchobthamnganainswnephraabrryakasdiaelasngb, miwiwphuekhathiswyngamehmueonekhaaipainolkouen.",พ่อกับแม่ชอบไปทำงานสวนหนัดเพราะที่สวนบรรยากาศดีไม่มีใครมางวน รวมไปถึงวิวภูเขาที่ดูสวยงามเหมือนหลุดเข้าไปอีกโลก
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Nam Prik Noom is a famous dish from the northern region, with key ingredients including chili peppers, shallots, and garlic.
คำแปล:","Comment: ""Nam Prik Noom"" เป็นอาหารที่มีชื่อเสียงจากภาคเหนือ, มีส่วนประกอบหลักอย่างพริก, หอมใหญ่, และกระเทียม.

Translation: ""Nam Prik Noom"" is a famous dish from the northern region, with key ingredients including chili peppers, shallots, and garlic.","Comment: ""Nam Prik Noom"" epnoaharthimichueoesiyngchakphakhehnueo, miswnprakobhlakoyangphrik, homaihy, aelakraethiym.

Translation: ""Nam Prik Noom"" is a famous dish from the northern region, with key ingredients including chili peppers, shallots, and garlic.",เมนูน้ำชุปหนุ่มเป็นอาหารขึ้นชื่อของภาคเหนือ โดยมีวัตถุดิบหลักๆ คือ ดีปลี หอมเแดง หัวเทียม 
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Anyone interested in joining us for papaya salad and grilled chicken at Khun Korn’s Kitchen for lunch?
คำแปล:",Question: มีใครสนใจไปทานสลัดมะละกอและไก่ย่างที่ร้านข้าวขันคุณคอร์สำหรับมื้อเที่ยงหรือเปล่า?,Question: miaikhrsnaichaipthansladmalakoaelaaikyangthirankhawkhankhunkhorsamhrabmueoethiynghrueoepla?,โบ๋เรา ตอนเที่ยงยังใครที่อาดไปกินส้มตำไก่ย่างที่ร้านครัวคุณกรมั้งม่าย?
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: I woke up very early today to go watch the buffalo race. The weather was so hot that when I got back home, I had to take a rest because I had a headache.
คำแปล:","Comment: ผมฟื้นขึ้นมาตอนเช้ามากๆ เพื่อไปดูการแข่งขันวัวกระทิง สภาพอากาศร้อนมากๆ จนเมื่อผมกลับบ้าน ผมต้องหยุดพักเพราะผมปวดหัว

Note: การแปลนี้เป็นการแปลตรงตัวจากภาษาอังกฤษเป็นภาษาใต้ โดยไม่มีการปรับเปลี่ยนหรือเพิ่มเติมข้อมูลใดๆ","Comment: phmfuenkhuenmatonechamak- ephueoaipdukaraekhngkhanwawkrathing sphaphoakasronmak- chnemueophmklabban phmtonghyudphakephraaphmpwdhaw

Note: karaeplniepnkaraepltrngtawchakphasaoangkruesepnphasaait odyaimmikarprabepliynhrueoephimetimkhomulaid-",วันนี้ตื่นหัวรุ่งเพราะจะไปแลแข่งแล่นควาย อากาศร้อนอีตาย หลบเริ่นมา เลยนอนพักเพราะเจ็บเบ็ดหัวแปลบ 
"แปลข้อความต่อจากนี้ ภาษาอังกฤษ เป็น ภาษาใต้ ให้การแปลของเติ้ลแปลตรงตัวเลย ไม่ต้องไสข้อมูลเพิ่มเติมไหร
ข้อความ: Why do I have to do this work again? I’ve revised it so many times, but it’s never finished. The person who keeps asking for revisions doesn’t even know what they’re doing. I’m so exhausted.
คำแปล:",ทำไมฉันต้องทำงานนี้อีกครั้ง? ฉันได้แก้ไขมันหลายครั้งแล้ว แต่มันยังไม่เสร็จสิ้น คนที่ขอให้แก้ไขอยู่ตลอดไม่รู้ว่าพวกเขากำลังทำอะไร ฉันเหนื่อยมาก.,thamaimchantongthamngannioikkhrang? chanaidaekaikhmanhlaykhrangaelw aetmanyangaimesrchsin khnthikhoaihaekaikhoyutlodaimruwaphwkekhakamlangthamoaair chanehnueoymak.,ไซร้ฉ้านต้องทำงานนี้แล้วหล่าว แก้มาจังเสียแล้ว ไม่เสร็จสักที คนสั่งให้แก้ก็ไม่รู้ว่าตัวเองทำไหร่อยู่ ฉันเหนื่อยแค่แล้ว
